Approved symbol,Approved name,Accession numbers,UniProt ID,ENTREZ ID,Ensembl ID
OR10AG1,olfactory receptor family 10 subfamily AG member 1,AB065594,Q8NH19,282770,ENSG00000174970
ARMCX7P,"armadillo repeat containing X-linked 7, pseudogene",,,653354,ENSG00000204072
RPL18AP14,ribosomal protein L18a pseudogene 14,,,100271420,ENSG00000223733
HNRNPUL2-BSCL2,HNRNPUL2-BSCL2 readthrough (NMD candidate),,,100534595,ENSG00000234857
CTD-3195I5.1,,,,,
KIZ-AS1,KIZ antisense RNA 1,BC034426,,101929591,ENSG00000232712
ZNF77,zinc finger protein 77,X65230,Q15935,58492,
MTCO1P38,MT-CO1 pseudogene 38,,,,
LINC00669,,,,,
RPS6P3,ribosomal protein S6 pseudogene 3,,,644013,
CCDC192,coiled-coil domain containing 192,AB072738,P0DO97,728586,ENSG00000230561
AC139426.1,,,,,
UBE2V1P9,ubiquitin conjugating enzyme E2 V1 pseudogene 9,,,100131981,ENSG00000229667
ATXN8,ataxin 8,DQ641254,Q156A1,724066,
LINC02269,long intergenic non-protein coding RNA 2269,,,101928478,ENSG00000250708
RPL6P16,ribosomal protein L6 pseudogene 16,,,728365,
ACKR3,atypical chemokine receptor 3,BC008459,P25106,57007,ENSG00000144476
MLLT1,MLLT1 super elongation complex subunit,,Q03111,4298,ENSG00000130382
RNF19BPX,ring finger protein 19B pseudogene X-linked,,,100419788,ENSG00000227434
CTD-2134A5.3,,,,,
lcl3,,,,,
snoU13.86,,,,,
SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,"AY816329, AB041533",Q5M775,92521,ENSG00000128487
ERN2,endoplasmic reticulum to nucleus signaling 2,AA527544,Q76MJ5,10595,
RPL31P3,ribosomal protein L31 pseudogene 3,AL031650,,140718,ENSG00000237929
GNAI2P2,G protein subunit alpha i2 pseudogene 2,,,401646,ENSG00000231957
RPL7AP57,ribosomal protein L7a pseudogene 57,,,100271537,ENSG00000242248
RP11-38P22.2,,,,,
SPAC25B8.09,,,,,
RP11-190I17.2,,,,,
ZKSCAN4,zinc finger with KRAB and SCAN domains 4,AK056698,Q969J2,387032,ENSG00000187626
RPL40A,,,,,
H2AFB3,H2A histone family member B3,AF254576,P0C5Z0,83740,ENSG00000277745
CTB-107G13.1,,,,,
SAMD12-AS1,SAMD12 antisense RNA 1,BE069098,,552860,ENSG00000281641
Z98949.1,,,,,
EEF1B2P1,eukaryotic translation elongation factor 1 beta 2 pseudogene 1,X60656,,1932,ENSG00000231169
SPBC2G5.01,,,,,
RP1-104O17.2,,,,,
wzzE,,,,,
AC096775.2,,,,,
KAT7,lysine acetyltransferase 7,AF074606,O95251,11143,ENSG00000136504
RP11-248G5.8,,,,,
RP11-955H22.2,,,,,
RP11-13N13.2,,,,,
AC004019.10,,,,,
RP11-558A11.2,,,,,
DNMBP,dynamin binding protein,AL833283,Q6XZF7,23268,ENSG00000107554
RP11-967K21.2,,,,,
RP11-569A11.1,,,,,
DNM1P9,dynamin 1 pseudogene 9,AJ576256,,400403,
RNU2-3P,"RNA, U2 small nuclear 3, pseudogene",K03024,,26854,ENSG00000222076
TRX2,,,,,
SNORA68B,"small nucleolar RNA, H/ACA box 68B",,,109616972,
RP11-40A13.1,,,,,
BAGE3,BAGE family member 3,AF339514,Q86Y29,85318,
RP11-613F22.8,,,,,
SSZ1,,,,,
ST13P4,"ST13, Hsp70 interacting protein pseudogene 4",XM_015959,Q8IZP2,145165,ENSG00000232150
yhaH,,,,,
RP11-1057N3.2,,,,,
VWFP1,von Willebrand factor pseudogene 1,X66120,,7451,ENSG00000241717
TGFBR3L,transforming growth factor beta receptor 3 like,,H3BV60,100507588,ENSG00000260001
RNF128,ring finger protein 128,AK027169,Q8TEB7,79589,ENSG00000133135
OCA4,,,,,
BX649597.3,,,,,
CD24,CD24 molecule,,P25063,100133941,ENSG00000272398
TRY-GTA8-1,transfer RNA-Tyr (GTA) 8-1,HG984085,,100189337,
SLEN1,systemic lupus erythematosus with nephritis 1,,,,
AEN,apoptosis enhancing nuclease,BC020988,Q8WTP8,64782,ENSG00000181026
RP11-816B4.1,,,,,
snoU13.270,,,,,
GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,AJ002744,Q86SF2,51809,ENSG00000109586
ppk11,,,,,
GPR1-AS,GPR1 antisense RNA,AB774455,,101669764,ENSG00000279220
SPCC1884.01,,,,,
RNU6-525P,"RNA, U6 small nuclear 525, pseudogene",,,106479799,ENSG00000200555
CFD,complement factor D,M84526,P00746,1675,
trs8502,,,,,
SCARNA28,small Cajal body-specific RNA 28,,,106633801,
KCNIP4-IT1,KCNIP4 intronic transcript 1,BK000166,,359822,ENSG00000280650
MESTP2,mesoderm specific transcript pseudogene 2,,,100421572,ENSG00000259558
RP6-166C19.15,,,,,
ace2,,,,,
POLR3D,RNA polymerase III subunit D,M17754,P05423,661,ENSG00000168495
ARP4,,,,,
prp11,,,,,
FGF14-AS2,FGF14 antisense RNA 2,"BC033993, BM674599, BX096285",,283481,ENSG00000272143
RP11-227F8.2,,,,,
RNU7-27P,"RNA, U7 small nuclear 27 pseudogene",,,100147814,ENSG00000238750
HCG17,HLA complex group 17,AB023055,,414778,ENSG00000270604
CTD-2026D20.2,,,,,
HMGN1P33,high mobility group nucleosome binding domain 1 pseudogene 33,,,,ENSG00000230326
SPCC1235.01,,,,,
VN1R53P,vomeronasal 1 receptor 53 pseudogene,,,100312806,ENSG00000236313
RNU6-250P,"RNA, U6 small nuclear 250, pseudogene",,,106479678,ENSG00000252767
CALN1,calneuron 1,AF282250,Q9BXU9,83698,ENSG00000183166
TSPY12P,"testis specific protein Y-linked 12, pseudogene",,,377997,ENSG00000236435
RP11-180I4.1,,,,,
RP11-293B20.3,,,,,
MAP3K4,mitogen-activated protein kinase kinase kinase 4,AF002715,Q9Y6R4,4216,ENSG00000085511
SPBC1348.07,,,,,
OR2V2,olfactory receptor family 2 subfamily V member 2,AL161615,Q96R30,285659,ENSG00000182613
AC105206.1,,,,,
RN7SL104P,"RNA, 7SL, cytoplasmic 104, pseudogene",,,106480949,ENSG00000243541
RPL21P7,ribosomal protein L21 pseudogene 7,,,145370,ENSG00000258613
RFC1,replication factor C subunit 1,L23320,P35251,5981,ENSG00000035928
TRN-GTT2-3,tRNA-Asn (GTT) 2-3,HG983632,,100189083,
ING4,inhibitor of growth family member 4,AF063594,Q9UNL4,51147,ENSG00000111653
AC090587.2,,,,,
SPEG,striated muscle enriched protein kinase,BC006346,Q15772,10290,ENSG00000072195
mrp,,,,,
RP4-680D5.9,,,,,
snoU13.122,,,,,
CYCSP25,CYCS pseudogene 25,M22892,,120528,ENSG00000255370
RPS26P33,ribosomal protein S26 pseudogene 33,,,100271239,
VAS1,,,,,
F37A8.2,,,,,
dsc1,,,,,
LINC00658,long intergenic non-protein coding RNA 658,BC035192,,100507629,ENSG00000226995
RNA5SP401,"RNA, 5S ribosomal pseudogene 401",,,100873654,ENSG00000251729
ACTR3BP5,ACTR3B pseudogene 5,,,399746,ENSG00000227264
SNORA20B,"small nucleolar RNA, H/ACA box 20B",,,109616963,
SH2B2,SH2B adaptor protein 2,AB000520,O14492,10603,ENSG00000160999
CTD-3131K8.1,,,,,
RP1-202O8.2,,,,,
SNORA40.6,,,,,
MTND4LP16,MT-ND4L pseudogene 16,,,,ENSG00000234731
SNORA63.10,,,,,
RP11-313F23.2,,,,,
thrS,,,,,
FAM188B,,,,,
AC078882.1,,,,,
EXOSC10,exosome component 10,BC073788,Q01780,5394,ENSG00000171824
NCAPG2,non-SMC condensin II complex subunit G2,BC043404,Q86XI2,54892,ENSG00000146918
RNU5E-9P,"RNA, U5E small nuclear 9, pseudogene",,,100873840,ENSG00000223096
ITSN1,intersectin 1,AF064244,Q15811,6453,ENSG00000205726
LINC00544,long intergenic non-protein coding RNA 544,,,440131,ENSG00000122043
NAMPTP2,nicotinamide phosphoribosyltransferase pseudogene 2,,,100132712,ENSG00000249229
ST8SIA6-AS1,ST8SIA6 antisense RNA 1,,,100128098,ENSG00000204832
SPBC337.11,,,,,
RP11-323I1.1,,,,,
CACNA1I,calcium voltage-gated channel subunit alpha1 I,AF129133,Q9P0X4,8911,ENSG00000100346
LINC00345,long intergenic non-protein coding RNA 345,,,,ENSG00000235660
71787,,,,,
GMCL1P1,,,,,
RP11-496B10.3,,,,,
RP11-512F24.1,,,,,
gcvA,,,,,
YGR146C-A,,,,,
IGHD1-20,immunoglobulin heavy diversity 1-20,X97051,,28507,ENSG00000237020
crcA,,,,,
ANKMY2,ankyrin repeat and MYND domain containing 2,AK001740,Q8IV38,57037,ENSG00000106524
RP11-159H10.3,,,,,
UBE2K,ubiquitin conjugating enzyme E2 K,U58522,P61086,3093,ENSG00000078140
skp1,,,,,
MTRNR2L1,MT-RNR2 like 1,CR612552,P0CJ68,100462977,ENSG00000256618
ampG,,,,,
GPC4,glypican 4,AF030186,O75487,2239,ENSG00000076716
RN7SL812P,"RNA, 7SL, cytoplasmic 812, pseudogene",,,106479518,ENSG00000242876
ITGA10,integrin subunit alpha 10,AF074015,O75578,8515,ENSG00000143127
RABGEF1,RAB guanine nucleotide exchange factor 1,AJ250042,Q9UJ41,27342,ENSG00000154710
MIR4435-2HG,MIR4435-2 host gene,BX647931,,541471,ENSG00000172965
MTCO3P18,MT-CO3 pseudogene 18,,,107075215,ENSG00000227661
HSD17B1P1,hydroxysteroid 17-beta dehydrogenase 1 pseudogene 1,U34879,,643646,ENSG00000108785
UCKL1,uridine-cytidine kinase 1 like 1,AK000524,Q9NWZ5,54963,ENSG00000198276
RN7SL586P,"RNA, 7SL, cytoplasmic 586, pseudogene",,,106481083,ENSG00000241487
AP000857.3,,,,,
LOC339666,,,,,
RP4-568F9.3,,,,,
KAT5,lysine acetyltransferase 5,U74667,Q92993,10524,ENSG00000172977
BRWD3,bromodomain and WD repeat domain containing 3,,Q6RI45,254065,ENSG00000165288
RP11-63P12.2,,,,,
SEC9,,,,,
RP11-484L7.1,,,,,
AC019221.4,,,,,
AL590763.5,,,,,
AC003002.4,,,,,
Zfr,,,,,
AL022345.7,,,,,
PSORS4,psoriasis susceptibility 4,,,,
NPM1P45,nucleophosmin 1 pseudogene 45,,,100422316,ENSG00000265593
RNU6-867P,"RNA, U6 small nuclear 867, pseudogene",,,106479949,ENSG00000201826
S100A8,S100 calcium binding protein A8,BC005928,P05109,6279,ENSG00000143546
RP11-657O9.1,,,,,
RN7SL412P,,,,,
HPGDS,hematopoietic prostaglandin D synthase,D82073,O60760,27306,ENSG00000163106
Kdm1a,,,,,
AC132479.4,,,,,
NFE2L3,"nuclear factor, erythroid 2 like 3",AB010812,Q9Y4A8,9603,ENSG00000050344
U3.67,,,,,
SLC27A2,solute carrier family 27 member 2,D88308,O14975,11001,ENSG00000140284
RP11-347J14.7,,,,,
asmA,,,,,
FDPSP5,farnesyl diphosphate synthase pseudogene 5,,,2229,ENSG00000215035
RP11-763B22.7,,,,,
RN7SL687P,"RNA, 7SL, cytoplasmic 687, pseudogene",,,106481110,ENSG00000244335
DOCK3,dedicator of cytokinesis 3,AB002297,Q8IZD9,1795,ENSG00000088538
RP11-338E21.3,,,,,
AL139819.1,,,,,
RP11-59O6.3,,,,,
YMR027W,,,,,
RNU6-973P,"RNA, U6 small nuclear 973, pseudogene",,,106479996,ENSG00000201560
HTR6,5-hydroxytryptamine receptor 6,L41147,P50406,3362,ENSG00000158748
SNORD53,"small nucleolar RNA, C/D box 53",X96652,,26796,ENSG00000265145
GOLGA8R,golgin A8 family member R,,I6L899,101059918,ENSG00000186399
RP11-876N24.2,,,,,
AC104434.1,,,,,
FBLN7,fibulin 7,,Q53RD9,129804,ENSG00000144152
PUS7P1,pseudouridylate synthase 7 pseudogene 1,,,100421790,
ALS5,amyotrophic lateral sclerosis 5,,,,
LNCOC1,lncRNA associated with ovarian cancer 1,,,100288181,ENSG00000253741
LRRC23,leucine rich repeat containing 23,BC014450,Q53EV4,10233,ENSG00000010626
GCM1,glial cells missing transcription factor 1,D88613,Q9NP62,8521,ENSG00000137270
MIR12119,microRNA 12119,,,,
UBX4,,,,,
UNC84A,,,,,
CTD-2270L9.4,,,,,
TRBV11-1,T cell receptor beta variable 11-1,M33233,A0A0K0K1C0,28582,ENSG00000211720
SEPHS1P1,selenophosphate synthetase 1 pseudogene 1,,,,ENSG00000182722
codA,,,,,
RP11-445N20.3,,,,,
ULP1,,,,,
MIR128-1,microRNA 128-1,,,406915,ENSG00000207654
DDX28,DEAD-box helicase 28,AF329821,Q9NUL7,55794,ENSG00000182810
EMG1,EMG1 N1-specific pseudouridine methyltransferase,U72514,Q92979,10436,ENSG00000126749
RP11-1437A8.3,,,,,
AC008074.5,,,,,
PPIAP56,peptidylprolyl isomerase A pseudogene 56,,,101927689,ENSG00000267663
UBE2Q2P6,ubiquitin conjugating enzyme E2 Q2 pseudogene 6,,,100421769,ENSG00000275695
HFD1,,,,,
NOC4,,,,,
RP11-630H24.4,,,,,
RPL6B,,,,,
ychE,,,,,
SAR1AP1,secretion associated Ras related GTPase 1A pseudogene 1,AL035402,,646260,ENSG00000228364
RN7SL794P,"RNA, 7SL, cytoplasmic 794, pseudogene",,,106479510,ENSG00000240235
SEC24AP1,SEC24 homolog A pseudogene 1,,,100421166,ENSG00000267361
RNY3P16,RNY3 pseudogene 16,,,106480686,ENSG00000252147
SMIM6,small integral membrane protein 6,,P0DI80,100130933,ENSG00000259120
TTC30B,tetratricopeptide repeat domain 30B,AK055552,Q8N4P2,150737,ENSG00000196659
PITPNM1,phosphatidylinositol transfer protein membrane associated 1,X98654,O00562,9600,ENSG00000110697
TESK1,testis associated actin remodelling kinase 1,D50863,Q15569,7016,ENSG00000107140
ptl3,,,,,
tea2,,,,,
AC073063.1,,,,,
MTCO1P31,MT-CO1 pseudogene 31,,,,ENSG00000251476
ABITRAMP1,ABITRAM pseudogene 1,,,390403,ENSG00000251106
MTCYBP23,MT-CYB pseudogene 23,,,,ENSG00000259671
RNA5SP148,"RNA, 5S ribosomal pseudogene 148",,,100873415,ENSG00000252336
nrm1,,,,,
KRTAP1-3,keratin associated protein 1-3,AJ406927,Q8IUG1,81850,ENSG00000221880
ELAVL3,ELAV like RNA binding protein 3,,Q14576,1995,ENSG00000196361
SEZ6,seizure related 6 homolog,AY038048,Q53EL9,124925,ENSG00000063015
RP11-128P17.2,,,,,
MTCO1P10,MT-CO1 pseudogene 10,,,,
NBR2,neighbor of BRCA1 lncRNA 2,U88573,,10230,ENSG00000198496
PLEKHA2,pleckstrin homology domain containing A2,AF286164,Q9HB19,59339,ENSG00000169499
CTC-265F19.1,,,,,
CABIN1,calcineurin binding protein 1,AF072441,Q9Y6J0,23523,ENSG00000099991
SNM1,,,,,
RP11-108K14.8,,,,,
fipr-18,,,,,
maeB,,,,,
LA16c-390E6.5,,,,,
PAU20,,,,,
SERPINA3,serpin family A member 3,K01500,P01011,12,ENSG00000196136
RP1-142O9.2,,,,,
RP11-109E24.2,,,,,
RNF130,ring finger protein 130,AF155650,Q86XS8,55819,ENSG00000113269
UHRF2,ubiquitin like with PHD and ring finger domains 2,AF274049,Q96PU4,115426,ENSG00000147854
MIR520B,microRNA 520b,,,574473,ENSG00000207722
MIR3684,microRNA 3684,,,100500867,
RP13-578N3.3,,,,,
ERVW-3,endogenous retrovirus group W member 3,AF127227,,,
MAD2L1BP,MAD2L1 binding protein,BC002904,Q15013,9587,ENSG00000124688
TFB5,,,,,
MIR125A,microRNA 125a,,,406910,ENSG00000208008
EDDM3B,epididymal protein 3B,X76386,P56851,64184,ENSG00000181552
dbp3,,,,,
kdsD,,,,,
FAM86JP,"family with sequence similarity 86 member J, pseudogene",,Q05BU3,100125556,ENSG00000171084
RP1-244F24.1,,,,,
LRIG3,leucine rich repeats and immunoglobulin like domains 3,AY505340,Q6UXM1,121227,ENSG00000139263
BUD8,,,,,
OR4G2P,olfactory receptor family 4 subfamily G member 2 pseudogene,AF282024,,26680,ENSG00000183909
QRICH1,glutamine rich 1,,Q2TAL8,54870,ENSG00000198218
AKR1C5P,"aldo-keto reductase family 1 member C5, pseudogene",,,100996684,ENSG00000225418
AC003029.1,,,,,
DNM1P47,dynamin 1 pseudogene 47,AJ576276,,100216544,ENSG00000259660
P4HTM,"prolyl 4-hydroxylase, transmembrane",,Q9NXG6,54681,ENSG00000178467
CTC-523E23.14,,,,,
RP11-123M6.2,,,,,
hokC,,,,,
snoU13.186,,,,,
AC012379.1,,,,,
RP11-254F7.1,,,,,
RP11-831A10.1,,,,,
agn1,,,,,
GFA1,,,,,
DIPK2B,divergent protein kinase domain 2B,AF289581,Q9H7Y0,79742,ENSG00000147113
ASNSP3,asparagine synthetase pseudogene 3,,,100423061,ENSG00000236554
RN7SL252P,"RNA, 7SL, cytoplasmic 252, pseudogene",,,106481832,ENSG00000244318
MIR376A1,microRNA 376a-1,,,494325,ENSG00000283588
RPS12P10,ribosomal protein S12 pseudogene 10,,,100271056,ENSG00000225147
mltA,,,,,
FRA7B,"fragile site, aphidicolin type, common, fra(7)(p22)",,,,
BAK1P1,BCL2 antagonist/killer 1 pseudogene 1,U16812,,600,ENSG00000175730
BTF3P5,basic transcription factor 3 pseudogene 5,,,652959,ENSG00000233594
RP4-765H13.1,,,,,
RNQ1,,,,,
napF,,,,,
RP11-102C16.3,,,,,
CTC-461H2.2,,,,,
TUBB4A,tubulin beta 4A class IVa,AK075307,P04350,10382,ENSG00000104833
ELOA3C,elongin A3 family member C,,A0A087WX78,107983955,ENSG00000275553
snoU13.294,,,,,
AC007251.2,,,,,
YLR345W,,,,,
TRIM65,tripartite motif containing 65,BC006138,Q6PJ69,201292,ENSG00000141569
PSME2,proteasome activator subunit 2,,Q9UL46,5721,ENSG00000100911
SPBC30D10.09c,,,,,
AC090283.3,,,,,
AP000221.1,,,,,
CDKN2AIPNLP3,CDKN2A interacting protein N-terminal like pseudogene 3,,,100874397,ENSG00000224351
RP11-38G5.2,,,,,
LINC01971,long intergenic non-protein coding RNA 1971,,,105371927,ENSG00000278200
RPC11,,,,,
ymfR,,,,,
RP1-253B10.2,,,,,
RP11-248J23.7,,,,,
AC131011.1,,,,,
cwf28,,,,,
AC018755.17,,,,,
CDC60,,,,,
LINC00094,,,,,
RN7SL599P,,,,,
rid1,,,,,
RN7SL235P,,,,,
UBBP3,ubiquitin B pseudogene 3,Y00332,,23667,ENSG00000223962
ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,AJ003125,O95450,9509,ENSG00000087116
PRDM16-DT,PRDM16 divergent transcript,,,440556,ENSG00000177133
CDR2,cerebellar degeneration related protein 2,M63256,Q01850,1039,
RP11-339B21.11,,,,,
TBC1D12,TBC1 domain family member 12,AB011180,O60347,23232,ENSG00000108239
SDR42E1P5,"short chain dehydrogenase/reductase family 42E, member 1 pseudogene 5",,,100422339,ENSG00000236785
RP11-421N8.1,,,,,
SLC2A11,solute carrier family 2 member 11,AJ271290,Q9BYW1,66035,ENSG00000133460
Y_RNA.469,,,,,
RP11-1113L8.1,,,,,
CTC-487M23.7,,,,,
SDR39U1,short chain dehydrogenase/reductase family 39U member 1,AF226050,Q9NRG7,56948,ENSG00000100445
AC092171.2,,,,,
CTD-2653D5.1,,,,,
RP13-216E22.5,,,,,
TRIM60P13,tripartite motif containing 60 pseudogene 13,,,100132195,ENSG00000227247
MIR4684,microRNA 4684,,,100616391,
GRID1,glutamate ionotropic receptor delta type subunit 1,AB033046,Q9ULK0,2894,ENSG00000182771
C1orf54,chromosome 1 open reading frame 54,BC017761,Q8WWF1,79630,ENSG00000118292
SLC12A3,solute carrier family 12 member 3,,P55017,,ENSG00000070915
HSD17B14,hydroxysteroid 17-beta dehydrogenase 14,AF126781,Q9BPX1,51171,
RNU6ATAC15P,"RNA, U6atac small nuclear 15, pseudogene",,,106481867,ENSG00000221206
cysC,,,,,
LINC02629,long intergenic non-protein coding RNA 2629,,,,ENSG00000223470
SPBC16A3.10,,,,,
CYP2C115P,"cytochrome P450 family 2 subfamily C member 115, pseudogene",,,100874513,
KRT7-AS,KRT7 antisense RNA 1,,,109729127,ENSG00000257671
LY6E-DT,LY6E divergent transcript,,,100133669,ENSG00000247317
RP11-386I14.2,,,,,
TSC13,,,,,
rev3,,,,,
AC083811.1,,,,,
RET2,,,,,
DPPA2,developmental pluripotency associated 2,AY283672,Q7Z7J5,151871,ENSG00000163530
snoU13.176,,,,,
RPL13AP22,ribosomal protein L13a pseudogene 22,,,441632,
KB-1299A7.2,,,,,
RPL19P10,ribosomal protein L19 pseudogene 10,,,100270948,
RP11-302L19.3,,,,,
RP11-76N22.1,,,,,
RP11-443B7.3,,,,,
RPL19P4,ribosomal protein L19 pseudogene 4,,,646710,
CCNQP2,CCNQ pseudogene 2,,,100421487,ENSG00000231514
APOD,apolipoprotein D,,P05090,347,ENSG00000189058
Y_RNA.242,,,,,
LINC00901,long intergenic non-protein coding RNA 901,"BI464214, BC040587",,100506724,ENSG00000242385
RP11-95D17.1,,,,,
MIR4655,microRNA 4655,,,100616160,
Y_RNA.33,,,,,
TRT-CGT4-1,transfer RNA-Thr (CGT) 4-1,HG984055,,100189245,
CIR1P1,"corepressor interacting with RBPJ, 1 pseudogene 1",,,100131740,ENSG00000253146
RP11-468H14.2,,,,,
RP11-516A11.1,,,,,
IMA4,,,,,
RP11-226L15.1,,,,,
LINC01348,long intergenic non-protein coding RNA 1348,AK128489,,731656,ENSG00000280587
UTR2,,,,,
RP11-802H3.2,,,,,
AC092038.2,,,,,
MAM33,,,,,
MCM5,minichromosome maintenance complex component 5,,P33992,4174,ENSG00000100297
FAM189A1,family with sequence similarity 189 member A1,,O60320,23359,ENSG00000104059
RP11-810H18.1,,,,,
MIR6876,microRNA 6876,,,102465527,
SPATA3,spermatogenesis associated 3,AY032925,Q8NHX4,130560,ENSG00000173699
menE,,,,,
C10orf12,,,,,
SS18L2P1,SS18 like 2 pseudogene 1,,,646213,ENSG00000232525
BPY2C,basic charge Y-linked 2C,,O14599,442868,ENSG00000185894
RPL7AP35,ribosomal protein L7a pseudogene 35,,,100271210,
MOT1,,,,,
RP11-295M18.6,,,,,
RP11-483K5.3,,,,,
AL627171.2,,,,,
CAMK1,calcium/calmodulin dependent protein kinase I,L41816,Q14012,8536,ENSG00000134072
AC114812.9,,,,,
SNA3,,,,,
mgtA,,,,,
COX15,cytochrome c oxidase assembly homolog COX15,AF044323,Q7KZN9,1355,ENSG00000014919
RP11-507K2.3,,,,,
RP5-1049G16.4,,,,,
TFA2,,,,,
RP11-372E1.1,,,,,
DFNB14,"deafness, autosomal recessive 14",,,,
PPP1R12BP2,protein phosphatase 1 regulatory subunit 12B pseudogene 2,,,360020,ENSG00000205936
gatY,,,,,
RNU6-938P,"RNA, U6 small nuclear 938, pseudogene",,,106479981,ENSG00000223217
LST8,,,,,
STK32A-AS1,STK32A antisense RNA 1,,,105378217,ENSG00000250343
RNA5SP224,"RNA, 5S ribosomal pseudogene 224",,,100873483,ENSG00000201939
RNU6-251P,"RNA, U6 small nuclear 251, pseudogene",,,106481257,ENSG00000200105
AC022819.3,,,,,
RNA5SP509,"RNA, 5S ribosomal pseudogene 509",,,100873560,ENSG00000201447
THOC3,THO complex 3,BC006849,Q96J01,84321,ENSG00000051596
RPL18AP16,ribosomal protein L18a pseudogene 16,,,347544,ENSG00000237793
CTC-268N12.2,,,,,
STK25P1,serine/threonine kinase 25 pseudogene 1,,,100533662,ENSG00000267570
AC013410.1,,,,,
MIR5690,microRNA 5690,,,100847048,
PHF21B,PHD finger protein 21B,AK091480,Q96EK2,112885,ENSG00000056487
MIR548AW,microRNA 548aw,,,100846992,
EIF4HP2,eukaryotic translation initiation factor 4H pseudogene 2,,,100421545,ENSG00000237977
PHEX-AS1,PHEX antisense RNA 1,,,,ENSG00000224204
RN7SKP281,"RNA, 7SK small nuclear pseudogene 281",,,106480369,ENSG00000222404
RN7SL245P,,,,,
RP11-716H6.2,,,,,
TMA7,translation machinery associated 7 homolog,AF077202,Q9Y2S6,51372,ENSG00000232112
AC006126.4,,,,,
RN7SKP143,"RNA, 7SK small nuclear pseudogene 143",,,106479158,ENSG00000222451
CACNA1C-IT3,CACNA1C intronic transcript 3,,,,ENSG00000256721
RP11-959F10.4,,,,,
GAPDHP73,glyceraldehyde-3-phosphate dehydrogenase pseudogene 73,,,442262,ENSG00000226540
PEE1,preeclampsia/eclampsia 1,,,5177,
cvrA,,,,,
RP5-860P4.2,,,,,
MIR4458,microRNA 4458,,,100616142,ENSG00000284000
LINC01118,long intergenic non-protein coding RNA 1118,,,388948,ENSG00000222005
NARS,asparaginyl-tRNA synthetase,D84273,O43776,4677,ENSG00000134440
RSPH3,radial spoke head 3,AF353618,Q86UC2,83861,ENSG00000130363
MRPL20P1,mitochondrial ribosomal protein L20 pseudogene 1,,,359737,ENSG00000215734
TPMTP3,thiopurine S-methyltransferase pseudogene 3,,,100129277,ENSG00000232562
ZNF877P,"zinc finger protein 877, pseudogene",,,,ENSG00000226875
CTA-445C9.15,,,,,
RP11-84C10.4,,,,,
RP11-192H23.8,,,,,
ubiD,,,,,
TEX30,testis expressed 30,AF070559,Q5JUR7,93081,ENSG00000151287
CTC-575I10.1,,,,,
RP11-651K21.1,,,,,
PILRB,paired immunoglobin like type 2 receptor beta,"AF161081, AJ400845",Q9UKJ0,29990,ENSG00000121716
CCDC117,coiled-coil domain containing 117,AK091133,Q8IWD4,150275,ENSG00000159873
YWHAZP3,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 3,,,143371,ENSG00000229932
SFT2D3,SFT2 domain containing 3,,Q587I9,84826,ENSG00000173349
FJX1,four-jointed box kinase 1,AJ245599,Q86VR8,24147,ENSG00000179431
AC105036.1,,,,,
RNU4-79P,"RNA, U4 small nuclear 79, pseudogene",,,106481197,ENSG00000199634
HDAC2-AS2,HDAC2 and HS3ST5 antisense RNA 2,,,101927768,ENSG00000228624
msyB,,,,,
BMP4,bone morphogenetic protein 4,AF035427,P12644,652,ENSG00000125378
DUSP10,dual specificity phosphatase 10,AB026436,Q9Y6W6,11221,ENSG00000143507
RP11-603J24.6,,,,,
SLC25A45,solute carrier family 25 member 45,BC041100,Q8N413,283130,ENSG00000162241
CTB-91J4.1,,,,,
SELE,selectin E,M30640,P16581,6401,ENSG00000007908
KCNQ5-AS1,KCNQ5 antisense RNA 1,,,,ENSG00000229154
RP11-261C10.1,,,,,
TRL-AAG1-3,tRNA-Leu (AAG) 1-3,HG983870,,100189004,
ENO1P2,enolase 1 pseudogene 2,,,100419098,ENSG00000258739
GRAMD4P5,GRAM domain containing 4 pseudogene 5,,,100631249,ENSG00000259089
IGLV7-35,immunoglobulin lambda variable 7-35 (pseudogene),Z73660,,28777,ENSG00000253631
RNA5SP500,"RNA, 5S ribosomal pseudogene 500",,,100873551,ENSG00000201356
shf1,,,,,
TIM11,,,,,
CXCR6,C-X-C motif chemokine receptor 6,AF007545,O00574,10663,ENSG00000172215
